0.234504294,0.643434343,0.108805668,0.004530908,0,0,1
0.152693208,0.902525253,0.033175888,0.001517634,0,1,0
0.137782982,0.777272727,0.026006523,0.002122488,0,1,0
0.057715327,0.75959596,0.038588057,0,0,1,0
0.13151184,0.489393939,0.035565677,0.004882823,0,1,0
0.478610461,0.500505051,0.258097166,0.066676931,0,0,1
0.010460578,0.847474747,0.005201305,0,1,0,0
0.149986989,0.684848485,0.11745108,0.005388701,0,1,0
0.464272704,0.58030303,0.391222447,0.153632974,0,0,1
0.159979183,0.351515152,0.107821637,0.006147518,0,1,0
0.134009888,0.626262626,0.045054543,0.003585136,0,1,0
0.157871455,0.462121212,0.137553419,0.007203264,0,1,0
0.463049701,0.126767677,0.646789249,0.231241271,0,0,1
0.262685402,0.498989899,0.149924089,0.006829354,0,0,1
0.158157689,0.636868687,0.111476608,0.005080776,0,1,0
0.387145459,0.883838384,0.15322762,0.008522946,0,0,1
0.452172782,0.35959596,0.617198043,0.121025833,0,0,1
0.589279209,0.638888889,0.235042735,0.070493011,0,0,1
0.485818371,0.338383838,0.288953554,0.145088034,0,0,1
0.152511059,0.373737374,0.161381017,0.008467959,0,1,0
0.081342701,0.69040404,0.025303644,0,0,1,0
0.842466823,0.048989899,0.320583108,1,0,0,1
0.166458496,0.685353535,0.020805218,0.001605613,0,1,0
0.150949779,0.476262626,0.113796109,0.006532426,0,1,0
0.642753058,0.332323232,0.278550945,0.073539277,0,0,1
0.007520167,0.999494949,0.00267094,0,1,0,0
0.128337237,0.687878788,0.035354813,0.0029033,0,1,0
0.12781681,0.65,0.070358187,0.003222223,0,1,0
0.021233411,0.87979798,0.003303531,0,1,0,0
0.198933125,0.891919192,0.056792623,0.002298446,0,0,1
0.012698413,0.968686869,0.001827485,0,1,0,0
0.142232631,0.881818182,0.058409244,0.002782329,0,1,0
0.194639604,0.58989899,0.114498988,0.004376945,0,0,1
0.125891231,0.656060606,0.0528565,0.003090255,0,1,0
0.136351808,0.906060606,0.026920265,0.001297687,0,1,0
0.624408015,0.022222222,0.312781152,0.391791578,0,0,1
0.192037471,0.581818182,0.067546671,0.002463406,0,0,1
0.129169919,0.623737374,0.070639339,0.003299205,0,1,0
0.53015873,0.209090909,0.272225034,0.116077025,0,0,1
0.140515222,0.667676768,0.072466824,0.004288966,0,1,0
0.156518345,0.701515152,0.102198605,0.003959046,0,1,0
0.113713245,0.684848485,0.039080072,0.002309443,0,1,0
0.066406453,0.721212121,0.039290936,0,0,1,0
0.53754879,0.05959596,0.335413855,0.980369731,0,0,1
0.123965652,0.731313131,0.020594354,0.002067502,0,1,0
0.178870674,0.805050505,0.105853576,0.000626849,0,1,0
0.139058028,0.683838384,0.082377418,0.003244218,0,1,0
0.965990112,0.044949495,0.996120108,0.538947114,0,0,1
0.158704137,0.952020202,0.049693545,0.002243459,0,1,0
0.134270101,0.81969697,0.047936347,0.001869549,0,1,0
0.152354931,0.683333333,0.099105938,0.004058022,0,1,0
0.453708041,0.455555556,0.548526766,0.101131627,0,0,1
0.041660161,0.789393939,0.010191745,0,0,1,0
0.167369243,0.609090909,0.084556343,0.003497157,0,1,0
0.122326308,0.615151515,0.041751012,0.003761094,0,1,0
0.01129326,0.867171717,0.005131017,0,1,0,0
0.931980224,0.278282828,0.907416779,0.754132254,0,0,1
0.048659901,0.860606061,0.016658232,0,0,1,0
0.199791829,0.958080808,0.098473347,0.003794086,0,0,1
0.167837627,0.673737374,0.12012202,0.000626849,0,1,0
0.157325007,0.82979798,0.054262258,0.002243459,0,1,0
0.163205829,0.550505051,0.103674651,0.004695868,0,1,0
0.341790268,0.909090909,0.094888664,0.005234738,0,0,1
0.161826698,0.465151515,0.144793072,0.007170272,0,1,0
0.017096019,0.865151515,0.006185335,0,1,0,0
0.165053344,0.621717172,0.091233693,0.003871067,0,1,0
0.039214156,0.712121212,0.02242184,0,0,1,0
0.157064793,0.651515152,0.084486055,0.003783088,0,1,0
0.184231069,0.68989899,0.098613923,0.003332197,0,1,0
0.204892011,0.748484848,0.037604026,0.001583618,0,0,1
0.091699193,0.743434343,0.025163068,0.001957528,0,1,0
0.14319542,0.515151515,0.058198381,0.003772091,0,1,0
0.14689045,0.503030303,0.104799258,0.004266972,0,1,0
0.017486339,0.864646465,0.00569332,0,1,0,0
0.441217799,0.278282828,0.644118309,0.235178322,0,0,1
0.046317981,0.798989899,0.028958614,0,0,1,0
0.136612022,0.676767677,0.059674426,0.002925295,0,1,0
0.181628936,0.577777778,0.072396536,0.002683353,0,1,0
0.1937809,0.550505051,0.116959064,0.004838834,0,0,1
0.123132969,0.484848485,0.026217386,0.004047025,0,1,0
0.137626854,0.626767677,0.087859874,0.003662117,0,1,0
0.129846474,0.692929293,0.049412393,0.003035269,0,1,0
0.596929482,0.255050505,0.278480657,0.1219936,0,0,1
0.4552433,0.563636364,0.494264507,0.062069041,0,0,1
0.213374967,0.477272727,0.154422515,0.007225259,0,0,1
0.140202966,0.856060606,0.028536887,0.001583618,0,1,0
0.661072079,0.117171717,0.328455353,0.982745158,0,0,1
0.146239917,0.647979798,0.070287899,0.002760335,0,1,0
0.475904241,0.214646465,0.293451979,0.228337971,0,0,1
0.003148582,0.832323232,0.002319501,0,1,0,0
0.014910226,0.834343434,0.006396199,0,1,0,0
0.109966172,0.701515152,0.032332434,0.002309443,0,1,0
0.006921676,0.963636364,0.003725259,0,1,0,0
0.14124382,0.784848485,0.027341993,0.00252939,0,1,0
0.130392922,0.675757576,0.038869208,0.003123247,0,1,0
0.117694509,0.668181818,0.047092892,0.002859311,0,1,0
0.55232891,0.357070707,0.277285762,0.126403537,0,0,1
0.012958626,0.844949495,0.004568713,0,1,0,0
0.014129586,0.901515152,0.006044759,0,1,0,0
0.154879001,0.368686869,0.172345929,0.008643917,0,1,0
0.437678897,0.653535354,0.247624269,0.015990146,0,0,1
0.22393963,0.858585859,0.102550045,0.004453927,0,0,1
0.434556336,0.956060606,0.021789249,0.000769814,0,0,1
0.176112412,0.844444444,0.041540148,0.000252939,0,1,0
0.428311215,0.947474747,0.014198156,0.000813804,0,0,1
0.006323185,0.940909091,0.004779577,0,1,0,0
0.420504814,0.643939394,0.406685785,0.034542675,0,0,1
0.076684882,0.603030303,0.030223797,0,0,1,0
0.131407754,0.484343434,0.073239991,0.003266213,0,1,0
0.007311996,0.926262626,0.004217274,0,1,0,0
0.053603955,0.951515152,0.009137427,0,0,1,0
0.679391101,0.302525253,0.273560504,0.079554827,0,0,1
0.131850117,0.850505051,0.028255735,0.00161661,0,1,0
0.0428051,0.823737374,0.027552857,0,0,1,0
0.144574551,0.758080808,0.031488979,0.001726584,0,1,0
0.131173562,0.496969697,0.009418578,0.003156239,0,1,0
0.17335415,0.874747475,0.037533738,0.000186955,0,1,0
0.00543846,0.83030303,0.001827485,0,1,0,0
0.004293521,0.800505051,0.003233243,0,1,0,0
0.037730939,0.913636364,0.015322762,0,0,1,0
0.153291699,0.916161616,0.041540148,0.001605613,0,1,0
0.095212074,0.736363636,0.025163068,0.001946531,0,1,0
0.103044496,0.990909091,0.01272211,0.000868791,0,1,0
0.024772313,0.866161616,0.006958502,0,1,0,0
0.145589383,0.508080808,0.11843511,0.004882823,0,1,0
0.074160812,0.813636364,0.010754049,0,0,1,0
0.154072339,0.650505051,0.104799258,0.004102011,0,1,0
0.138095238,0.617171717,0.050044984,0.003849072,0,1,0
0.106193078,0.545959596,0.033667904,0.002232462,0,1,0
0.008899297,0.992929293,0.001476046,0,1,0,0
0.012125943,0.918686869,0.004076698,0,1,0,0
0.125604996,0.606565657,0.045968286,0.003585136,0,1,0
0.040176945,0.811111111,0.006044759,0,0,1,0
0.122586521,0.781818182,0.037182299,0.002232462,0,1,0
0.140749415,0.740909091,0.064454004,0.003002276,0,1,0
0.266198283,0.711616162,0.190761359,0.008654914,0,0,1
0.152875358,0.711111111,0.095942982,0.003838075,0,1,0
0.145901639,0.499494949,0.086172964,0.004277969,0,1,0
0.153786105,0.348484848,0.172416217,0.009083811,0,1,0
0.127140255,0.837373737,0.02909919,0.00182556,0,1,0
0.862008847,0.048989899,0.31952879,0.46020609,0,0,1
0.15310955,0.67979798,0.139240328,0.006202505,0,1,0
0.172443404,0.664646465,0.105783288,0.000560865,0,1,0
0.135050742,0.697979798,0.009840306,0.002639364,0,1,0
0.988654697,0,0.988107287,0.979555927,0,0,1
0.135571168,0.655050505,0.075910931,0.003156239,0,1,0
0.418943534,0.530808081,0.330634278,0.017507781,0,0,1
0.230991413,0.687878788,0.111617184,0.004882823,0,0,1
0.050819672,0.832323232,0.025725371,0,0,1,0
0.22042675,0.792929293,0.102339181,0.00386007,0,0,1
0.44650013,0.567171717,0.582967836,0.057659104,0,0,1
0.079130887,0.65959596,0.023124719,0,0,1,0
0.161358314,0.854040404,0.046460301,0.002100494,0,1,0
0.1447567,0.612121212,0.070077036,0.003013274,0,1,0
0.1529274,0.570707071,0.130313765,0.005333715,0,1,0
0.439240177,0.728282828,0.537983581,0.089738373,0,0,1
0.011839709,0.944949495,0.001757197,0,1,0,0
0.185974499,0.574747475,0.113022942,0.00435495,0,1,0
0.132969035,0.836868687,0.017431399,0.001858552,0,1,0
0.311553474,0.207575758,0.632942533,0.075199877,0,0,1
0.111215196,0.621212121,0.026147099,0.002694351,0,1,0
0.009497788,0.986363636,0.004849865,0,1,0,0
0.119437939,0.446464646,0.03647942,0.003915056,0,1,0
0.000286235,0.8,0.001897773,0,1,0,0
0.137288577,0.875757576,0.027482569,0.001462648,0,1,0
0.052901379,0.755050505,0.029380342,0,0,1,0
0.460577674,0.445454545,0.614527103,0.151851404,0,0,1
0.25563362,0.714141414,0.112109199,0.004860829,0,0,1
0.450663544,0.251515152,0.647351552,0.151895393,0,0,1
0.134790528,0.682323232,0.071061066,0.002936292,0,1,0
0.155425449,0.625757576,0.179937022,0.008028065,0,1,0
0.147567005,0.720707071,0.035284525,0.001869549,0,1,0
0.120296643,0.349494949,0.024319613,0.002892303,0,1,0
0.725214676,0.193939394,0.301394512,0.236146089,0,0,1
0.153239657,0.656565657,0.108665092,0.004805842,0,1,0
0.165990112,0.743434343,0.044000225,0.001913539,0,1,0
0.441868332,0.385858586,0.59857175,0.072802455,0,0,1
0.245068957,0.891919192,0.057284638,0.00257338,0,0,1
0.142961228,0.594444444,0.056160031,0.005751614,0,1,0
0.043793911,0.896969697,0.013846716,0,0,1,0
0.444522508,0.787373737,0.43128655,0.027823295,0,0,1
0.140020817,0.924242424,0.023546446,0,0,1,0
0.072807702,0.68989899,0.030715812,0,0,1,0
0.429872495,0.921717172,0.049271817,0.002254457,0,0,1
0.148373666,0.533838384,0.121949505,0.005553662,0,1,0
0.113088733,0.672727273,0.034370783,0.00219947,0,1,0
0.058548009,0.892929293,0.017431399,0,0,1,0
0.20234192,0.732828283,0.100019681,0.004365948,0,0,1
0.143924018,0.563636364,0.092569163,0.004607889,0,1,0
0.080249805,0.559090909,0.031207827,0,0,1,0
0.51537861,0.275252525,0.287758659,0.099778953,0,0,1
0.124798335,0.681313131,0.050115272,0.003178234,0,1,0
0.507988551,0.158080808,0.314327485,0.359151445,0,0,1
0.135831382,0.522727273,0.039361224,0.004783847,0,1,0
0.152406974,0.677777778,0.139310616,0.005905577,0,1,0
0.207442103,0.857575758,0.04849865,0.002485401,0,0,1
0.051522248,0.763131313,0.034933086,0,0,1,0
0.043455634,0.854040404,0.015674202,0,0,1,0
0.137132449,0.612626263,0.084486055,0.004003035,0,1,0
0.049440541,0.93030303,0.012862686,0,0,1,0
0.14806141,0.754545455,0.10606444,0.004893821,0,1,0
0,0.811111111,0.003795547,0,1,0,0
0.153057507,0.847474747,0.053278228,0.002265454,0,1,0
0.567109029,0.291414141,0.286634053,0.095402008,0,0,1
0.475019516,0.238383838,0.284665992,0.220265916,0,0,1
0.128675514,0.761616162,0.006958502,0.002650361,0,1,0
0.449128285,0.530808081,0.590980657,0.126755452,0,0,1
0.0552433,0.837878788,0.026568826,0,0,1,0
0.123419204,0.65959596,0.053278228,0.003057263,0,1,0
0.432995056,0.721717172,0.177687809,0.008116044,0,0,1
0.954644809,0.127272727,0.934407332,0.323476042,0,0,1
0.615248504,0.177777778,0.303081422,0.389603106,0,0,1
0.083008067,0.955050505,0.005623032,0,0,1,0
